Id,BIRTHDATE,DEATHDATE,SSN,DRIVERS,PASSPORT,PREFIX,FIRST,LAST,SUFFIX,MAIDEN,MARITAL,RACE,ETHNICITY,GENDER,BIRTHPLACE,ADDRESS,CITY,STATE,COUNTY,ZIP,LAT,LON,HEALTHCARE_EXPENSES,HEALTHCARE_COVERAGE
d20a947d-b3ff-44dc-9455-4700999879db,1962-03-12,,999-89-8162,S99919953,X12017440X,Ms.,Vena594,Feil794,,,S,white,nonhispanic,F,Brookline  Massachusetts  US,144 Shields Arcade,Uxbridge,Massachusetts,Worcester County,,42.07902287682813,-71.69188863338503,1297103.0,10339.269999999999
ac5d2b9e-756e-4221-8632-390715ac5cd8,2001-06-13,,999-48-2077,S99945630,,Ms.,Julianne852,Shanahan202,,,,white,hispanic,F,Newton  Massachusetts  US,1073 Breitenberg Path Apt 38,Holyoke,Massachusetts,Hampden County,,42.21735826575128,-72.65092076290367,4959.599999999999,0.0
5b280ddb-f8fe-4a10-b8b2-c05ab56c15be,1910-04-03,1984-08-04,999-52-8311,S99958784,X67099450X,Mr.,Tom274,Schumm995,,,S,white,nonhispanic,M,Marblehead  Massachusetts  US,682 White Camp Apt 59,Worcester,Massachusetts,Worcester County,01545,42.2925960097407,-71.7912996201895,46711.31,42233.29999999999
ee17e382-3bee-4566-9f43-6ac2cb06c391,1979-03-07,,999-43-5187,S99947997,X4771244X,Mrs.,Karyl215,Hane680,,West559,M,white,nonhispanic,F,Chicopee  Massachusetts  US,445 DuBuque Knoll Apt 50,Lowell,Massachusetts,Middlesex County,01850,42.61166714549464,-71.26845379903132,953909.99,3367.16
c2943cd7-797a-450d-9267-ec8a68ef75b9,1944-07-17,,999-92-2982,S99962343,X30286306X,Mrs.,Vinnie529,Medhurst46,,Kessler503,M,white,nonhispanic,F,Cambridge  Massachusetts  US,1066 O'Reilly Alley Unit 52,Belmont,Massachusetts,Middlesex County,02472,42.44081349705064,-71.19507922144196,1585054.3800000001,13024.619999999999
5f521100-a0ea-4b60-9a9a-5297f0f78841,1966-11-05,,999-70-6820,S99918953,X29019177X,Mrs.,Henriette328,Waters156,,Hayes766,M,white,nonhispanic,F,Boston  Massachusetts  US,618 Kovacek Bypass Suite 2,Brewster,Massachusetts,Barnstable County,,41.75379686964317,-70.11596742901803,1254296.2,8317.1
44b0159d-9403-4501-a6e9-bb49afa26f94,1974-08-16,,999-34-5159,S99926702,X15942965X,Mr.,Reginald96,Fadel536,,,M,white,nonhispanic,M,East Bridgewater  Massachusetts  US,1040 Larkin Highlands,Saugus,Massachusetts,Essex County,,42.47065539310693,-71.02574452579613,1153718.63,5556.159999999999
9fb7bbaf-1bd3-4b4f-85b7-5d8fcb644edb,2016-01-28,,999-41-8573,,,,Gaston250,Robel940,,,,white,nonhispanic,M,Brookline  Massachusetts  US,454 Spinka Junction,New Bedford,Massachusetts,Bristol County,02745,41.55361057380507,-70.93101096251854,93249.05,1797.3999999999999
60708ef8-be89-4e0e-8dde-7d73c7d7c43e,1987-12-04,,999-48-5223,S99914010,X88167127X,Ms.,Cindi877,Sipes176,,,S,white,nonhispanic,F,Moscow  Moscow  RU,367 Gutmann Station Unit 54,Quincy,Massachusetts,Norfolk County,,42.26686999580506,-70.99169154976327,683248.31,11334.74
cefbf2e7-9c6b-4581-ae76-aba6f50d3cea,1929-01-28,,999-73-8028,S99915301,X24481403X,Ms.,Catrina144,Reilly981,,,S,white,nonhispanic,F,Cambridge  Massachusetts  US,217 Little Rue,Wakefield,Massachusetts,Middlesex County,,42.514876190278855,-71.0625972181201,1605847.6,14569.9
197d9b5a-5203-406f-959a-c5dd7e9e49b3,1980-04-03,,999-50-4417,S99965204,X78690329X,Mrs.,Edra310,Cartwright189,,Cronin387,M,white,nonhispanic,F,Manchester-by-the-Sea  Massachusetts  US,1039 Jones Ville Unit 94,Somerset,Massachusetts,Bristol County,02726,41.77790093169054,-71.13590588740448,912178.87,7100.959999999998
4acfefb5-8932-46ee-b0aa-2cec22f45715,2013-01-17,,999-92-3330,,,,Criselda629,Nitzsche158,,,,white,nonhispanic,F,Dennis  Massachusetts  US,192 Kerluke Esplanade,Bridgewater,Massachusetts,Plymouth County,02324,41.982573816836066,-70.93250108027976,172724.11,2194.88
5f5f9f4e-6fc1-4d24-adea-592842e95035,1967-01-11,1999-01-07,999-80-5738,S99944365,X50134463X,Mr.,Sammy219,Koepp521,,,S,asian,nonhispanic,M,Beijing  Beijing Municipality  CN,1063 Kuvalis Lock,Fall River,Massachusetts,Bristol County,02790,41.65351876312215,-71.16556441834823,104039.03,18146.87
dcdbd615-e15d-46ca-9131-e9f3efb640ed,2008-12-30,,999-53-4949,,,,Anita473,Trejo396,,,,white,hispanic,F,Santiago de los Caballeros  Santiago  DO,1091 Fritsch Divide Unit 21,Lynn,Massachusetts,Essex County,01902,42.52364320886649,-70.93287679197837,33684.46,2780.79
4bc2de07-5473-49fa-b4e1-c0e251d52d46,1995-10-15,,999-93-3452,S99977226,X59050036X,Ms.,Sharmaine326,Ratke343,,,,white,nonhispanic,F,Norwell  Massachusetts  US,804 Ward Neck Apt 70,Westwood,Massachusetts,Norfolk County,,42.25165544004928,-71.26397064787639,530342.76,3295.5199999999995
2c24842b-5214-46bc-817d-0c31746b0b74,1986-08-14,,999-80-9534,S99925572,X85758028X,Mrs.,Travis723,Wintheiser220,,MacGyver246,M,white,nonhispanic,F,Brockton  Massachusetts  US,578 Fritsch Loaf,Cambridge,Massachusetts,Middlesex County,02138,42.32607804291523,-71.10047886804996,685066.96,11057.55
b8424212-e34a-4e95-8ea0-b5802cd5ea3b,1974-04-26,,999-68-7173,S99993595,X79591221X,Mrs.,Elene949,Crooks415,,Beer512,M,white,nonhispanic,F,Beverly  Massachusetts  US,795 Reilly Mill,Boston,Massachusetts,Suffolk County,02135,42.34800493962209,-71.11316842116146,991152.66,8055.989999999998
efee9a55-a45a-4f90-bf16-07ae3781cc37,1971-05-27,,999-76-2743,S99942076,X11120543X,Mr.,Rosendo998,Blanda868,,,M,white,nonhispanic,M,Lyon  Auvergne-Rhone-Alpes  FR,1008 Medhurst Gateway Apt 49,Fall River,Massachusetts,Bristol County,02790,41.71337358797479,-71.13091688670679,999556.15,3577.08
6c23406c-c82d-4316-9d0e-b864003587a1,2004-05-16,,999-66-2109,,,,Abraham100,Jakubowski832,,,,white,nonhispanic,M,Boston  Massachusetts  US,415 Oberbrunner View,Holliston,Massachusetts,Middlesex County,,42.219951764989176,-71.43770461562698,345428.49,3910.6099999999997
903d3149-21d4-49cd-8cf0-7215c8ee84a1,1992-02-09,,999-99-6097,S99982229,X41635867X,Mrs.,Daina567,Farrell962,,Ratke343,M,black,nonhispanic,F,Ludlow  Massachusetts  US,598 Hermiston Spur,Boston,Massachusetts,Suffolk County,02128,42.35171013774926,-71.05229598178269,555669.67,4674.5199999999995
d8eb5b49-4e4f-4788-9bfa-06d974fffa8f,1967-01-11,,999-24-9024,S99957404,X5965507X,Mr.,Marcus77,Rau926,,,S,asian,nonhispanic,M,Chongqing  Chongqing Municipality  CN,695 Kuhlman Trail Unit 73,Fall River,Massachusetts,Bristol County,02720,41.74420639046349,-71.1415972395659,173138.06,16792.599999999995
724d596b-f9d4-4f56-95b8-ab659074ce4f,1992-12-31,,999-47-6908,S99935442,X4512590X,Mrs.,Hollie21,Grady603,,Ritchie586,M,white,nonhispanic,F,Boston  Massachusetts  US,1097 Gerhold Well,Somerville,Massachusetts,Middlesex County,02140,42.37946650330246,-71.12566026765154,93791.25,24078.280000000002
98685afc-356f-47a0-a39b-3c7974d782c1,1963-04-20,1993-07-10,999-64-9355,S99968554,X40186528X,Mrs.,Christopher407,Schimmel440,,Bergstrom287,M,white,nonhispanic,F,Foxborough  Massachusetts  US,596 Macejkovic Plaza,Brookline,Massachusetts,Norfolk County,02215,42.351476578424766,-71.10957680295596,598612.42,3702.8799999999997
aa625df1-f5af-4ba5-8e81-150e6a428758,2012-03-29,,999-49-7531,,,,Kaitlyn96,Bauch723,,,,white,nonhispanic,F,Bernardston  Massachusetts  US,892 Pagac Row,Marlborough,Massachusetts,Middlesex County,,42.362055338304344,-71.53345507204045,4958.98,0.0
ff44c22a-9bb5-42a0-bc7e-1af5a0d75a5b,1992-03-08,,999-94-8881,S99928872,X84903627X,Ms.,Ronni748,Cruickshank494,,,S,white,nonhispanic,F,Boston  Massachusetts  US,688 West Wynd Apt 90,Dighton,Massachusetts,Bristol County,,41.84405180455384,-71.10370117477558,551379.64,3942.9199999999996
4f6cf862-5b0e-4d05-9807-6415217f3b0f,1951-09-23,,999-28-3740,S99992354,X34492995X,Mr.,Malik994,Greenholt190,,,M,white,nonhispanic,M,Brockton  Massachusetts  US,718 Kozey Extension Unit 12,Wilmington,Massachusetts,Middlesex County,01887,42.56812839950095,-71.20088298423894,1766288.5,13998.919999999998
6354ed90-eda8-42e5-b8ec-88914469a377,1985-05-27,,999-76-7260,S99935768,X1941720X,Mrs.,Cordie578,Reilly981,,Wilkinson796,M,black,nonhispanic,F,Northfield  Massachusetts  US,544 Schultz Park,Boston,Massachusetts,Suffolk County,02134,42.34931706110456,-71.02520583030842,739610.14,13153.559999999998
c4131c9a-0fb2-4037-b575-ca876981d377,1999-05-20,,999-33-6859,S99983892,X56906790X,Ms.,Cristen212,Veum823,,,,white,nonhispanic,F,Andover  Massachusetts  US,655 VonRueden Lane Unit 6,Lexington,Massachusetts,Middlesex County,,42.39725551891443,-71.20969266809256,564041.1,2920.64
a69592e6-5740-4d2a-ab1d-ef357dfee0aa,2010-01-24,,999-31-9932,,,,Clinton763,Dibbert990,,,,white,nonhispanic,M,New Bedford  Massachusetts  US,673 Cassin Gate Suite 83,Medway,Massachusetts,Norfolk County,,42.1679528127742,-71.45271287419003,274855.16,2454.04
a4346a28-c343-40fc-9495-6aef10d6643f,1963-04-20,,999-68-7346,S99993331,X55181870X,Mrs.,Alisa860,Wilkinson796,,Brakus656,M,white,nonhispanic,F,Methuen  Massachusetts  US,368 Ebert Annex,Brookline,Massachusetts,Norfolk County,02467,42.33532475880602,-71.13643111231531,1154858.65,6652.57
3e5396cd-fad8-4a6d-ad7a-12db95b76959,1947-04-17,,999-65-1589,S99966501,X54532732X,Mr.,Bernie827,Turcotte120,,,S,white,nonhispanic,M,Arlington  Massachusetts  US,132 Vandervort Park Unit 26,Barnstable,Massachusetts,Barnstable County,02672,41.611883422809136,-70.31945064270226,1435004.53,6153.5599999999995
802c2005-ec36-4d68-bb6c-243e7afe3017,2002-12-16,,999-90-8244,S99936228,,,Rufus33,Abshire638,,,,white,nonhispanic,M,Braintree  Massachusetts  US,602 McCullough Highlands Unit 6,New Bedford,Massachusetts,Bristol County,02740,41.65982507289785,-70.94608282362087,456928.82,2753.16
e27bd425-fc11-4db8-b21a-81378ad93488,1951-03-09,,999-89-5305,S99936747,X6627253X,Mrs.,Lila466,Leuschke194,,Ruecker817,M,black,nonhispanic,F,Boston  Massachusetts  US,1054 Satterfield Knoll,Millis,Massachusetts,Norfolk County,,42.187558794722754,-71.37786385837165,1375705.07,12505.439999999999
2ee19d53-b202-480b-abd3-fe6c37032078,1945-01-20,,999-76-2501,S99952403,X9350454X,Mrs.,Jacquelin132,Jacobson885,,Cronin387,M,white,nonhispanic,F,Athol  Massachusetts  US,960 Gottlieb Ramp,Braintree,Massachusetts,Norfolk County,,42.19747267990457,-70.99555638410408,281862.38,39736.7
5280f155-59ff-4afe-8d74-9d13a1d22fc2,1972-04-02,,999-94-6282,S99974773,X18403382X,Ms.,Carmon128,O'Hara248,,,S,white,nonhispanic,F,Arlington  Massachusetts  US,507 Langworth Hollow Suite 76,Norton,Massachusetts,Bristol County,,41.966305218874744,-71.21191551792292,1020673.26,18815.949999999997
60eea68f-4c52-4c32-a35f-8c1783e7d5d7,1995-01-08,,999-63-6489,S99950094,X45665867X,Ms.,Lanie389,Koss676,,,,white,nonhispanic,F,Boston  Massachusetts  US,496 Hagenes Light,Bolton,Massachusetts,Worcester County,,42.47811566570194,-71.64325153688901,556410.56,4612.919999999999
9b78b590-ac98-4c9d-b6a5-5b7f07e904ce,1951-10-06,,999-50-6082,S99970108,X30415776X,Mr.,Cristobal567,Corona300,,,M,white,hispanic,M,Mexico City  Mexico City  MX,714 Dach Pathway Unit 92,Watertown,Massachusetts,Middlesex County,,42.33431777309156,-71.20974939077811,1520252.6900000002,8650.72
396528f8-b50e-46ff-8354-034dc966d1e0,1968-05-07,,999-11-4158,S99987326,X52155755X,Mrs.,Kandis954,Boyle917,,Abbott774,M,native,nonhispanic,F,Grafton  Massachusetts  US,445 Durgan Hollow,Andover,Massachusetts,Essex County,,42.60699539009869,-71.188682745417,1158005.67,11631.289999999999
176c722f-e264-4ef4-9902-7b0cb804631b,1968-11-13,,999-54-1357,S99998458,X32553456X,Mr.,Manuel446,Navarrete760,,,M,white,hispanic,M,Ponce  Puerto Rico  PR,919 Brakus Estate Apt 56,East Longmeadow,Massachusetts,Hampden County,,42.06430992187651,-72.50858739280419,1245633.37,5978.639999999999
2cbba6e7-9be1-4214-b326-fe3bd58b23c6,1962-02-06,,999-61-9205,S99930648,X88605332X,Mrs.,Carolina179,Curiel392,,Olivo261,M,white,hispanic,F,San Juan  Puerto Rico  PR,980 Treutel Extension Apt 69,Holbrook,Massachusetts,Norfolk County,,42.17818996397064,-70.97274671577547,1211983.04,16101.479999999998
bc38e69b-aa1b-4138-8555-ce50a190129c,1978-08-26,,999-66-7576,S99929470,X83853097X,Mr.,Mark765,Wehner319,,,M,white,nonhispanic,M,Belchertown  Massachusetts  US,526 Kuhlman Street Unit 98,Milford,Massachusetts,Worcester County,,42.154285916712475,-71.49261069119424,1052899.73,8391.72
f6bcb463-5dfe-4c5c-bacd-a8d799248a54,1998-10-10,,999-90-3757,S99921118,X49042331X,Ms.,Saturnina961,Koelpin146,,,,white,nonhispanic,F,Brockton  Massachusetts  US,171 Huels Drive Suite 25,North Attleborough,Massachusetts,Bristol County,,41.99547019314039,-71.29595464773888,544700.02,3744.72
5a1b5513-fc58-42b9-b222-2cd7225da109,1969-10-19,,999-88-2690,S99987277,X85747042X,Mrs.,Niesha86,Ferry570,,Bayer639,M,white,hispanic,F,Newton  Massachusetts  US,467 Schoen Plaza,Lancaster,Massachusetts,Worcester County,,42.433684628693655,-71.67742902549092,1210068.36,5900.28
345fc170-f7ed-4840-837a-409c25896e95,1966-07-12,,999-89-8918,S99950784,X13622228X,Mrs.,Toni630,Streich926,,Parker433,M,white,nonhispanic,F,Boston  Massachusetts  US,534 Hills Ville Unit 85,Shrewsbury,Massachusetts,Worcester County,,42.326125298596395,-71.7069840275885,1228354.25,9874.779999999999
7ae2ce2d-26f6-4b16-8f35-0c313ac515e4,1959-01-12,,999-52-7472,S99948554,X76903881X,Mr.,Buford910,Stanton715,,,M,white,nonhispanic,M,Brockton  Massachusetts  US,596 Prosacco Plaza Apt 10,Cambridge,Massachusetts,Middlesex County,,42.403494782634205,-71.134827923944,58880.54,0.0
41e16962-674d-46ac-8ceb-059c8f774cf8,2016-05-28,,999-21-8537,,,,Jamal145,Goyette777,,,,white,nonhispanic,M,West Bridgewater  Massachusetts  US,173 Heathcote Dale,Methuen,Massachusetts,Essex County,01844,42.79195771648647,-71.20578383948514,11318.66,1619.08
d0f66883-1fd4-4eac-aa19-85da5b49cc71,1957-02-02,,999-54-7003,S99936398,X44069193X,Mr.,Wilber603,O'Keefe54,,,M,asian,nonhispanic,M,Ashburnham  Massachusetts  US,496 Hodkiewicz Byway Unit 40,Whitman,Massachusetts,Plymouth County,,42.03087532665534,-70.89368424119931,30874.719999999998,0.0
34b8c468-08de-459a-8e15-7b75766aeae6,1989-12-21,,999-33-3508,S99996014,X80414481X,Mrs.,Corinna386,Nolan344,,Reynolds644,M,white,nonhispanic,F,Peabody  Massachusetts  US,976 Reichel Byway Suite 14,Williamsburg,Massachusetts,Hampshire County,,42.3801248082356,-72.70655423143675,30767.97,5943.19
eebc00e7-0820-480c-8525-ab33a96015e1,1979-12-05,,999-40-7016,S99995647,X71732785X,Mr.,Fausto876,Rogahn59,,,S,white,nonhispanic,M,Boston  Massachusetts  US,1050 Rolfson Passage Apt 54,Woburn,Massachusetts,Middlesex County,01890,42.49619784286309,-71.12272510699748,928202.61,5062.04
8ed521fc-3102-4b53-9a1f-c4f02ced3832,1968-02-10,,999-71-5446,S99915697,X921850X,Mrs.,Halina47,Swift555,,Labadie908,M,white,nonhispanic,F,Middleborough  Massachusetts  US,687 Erdman Junction Suite 41,Brockton,Massachusetts,Plymouth County,02301,42.05412816316586,-70.95083239798858,1041628.92,11170.269999999999
accfb57c-36cd-4fc7-843b-4702cbf67dba,1955-07-31,,999-11-5739,S99963775,X24262318X,Mrs.,Adrienne302,Beatty507,,Kunde533,M,white,nonhispanic,F,Somerville  Massachusetts  US,303 Walter Gardens,North Andover,Massachusetts,Essex County,,42.63507666063931,-71.1183426671236,1505247.04,11521.439999999999
a02a2b17-d04c-40b9-b443-640a91bdb4be,1925-11-06,,999-29-8110,S99967076,X61530462X,Mr.,Rubén780,Padrón382,,,S,white,hispanic,M,Carolina  Puerto Rico  PR,962 Berge Fork Suite 46,Boston,Massachusetts,Suffolk County,02127,42.30516827227801,-71.11281931653421,1831837.33,27365.12
e64b7a77-2bed-49ad-900c-8182e99d2b29,1972-01-15,2014-08-02,999-66-4771,S99994781,X88232488X,Mr.,Travis723,Connelly992,,,M,black,nonhispanic,M,Leominster  Massachusetts  US,488 Tillman Lodge,Boston,Massachusetts,Suffolk County,02134,42.24280200755683,-71.10772777066342,881818.76,3171.2799999999997
0166c4b5-9581-41d5-a905-6011f630c4aa,1910-04-03,2004-04-16,999-18-2246,S99914765,X20802930X,Mr.,Jarred626,Casper496,,,M,white,nonhispanic,M,Medford  Massachusetts  US,942 Bashirian Divide,Worcester,Massachusetts,Worcester County,01606,42.26530899780577,-71.83376418028668,166867.23,203252.00999999995
1b129aaf-d88e-4a42-8f30-d5d295f6ad42,2011-03-06,,999-54-8499,,,,Erwin847,Steuber698,,,,white,nonhispanic,M,Hopkinton  Massachusetts  US,128 Strosin Gateway,Kingston,Massachusetts,Plymouth County,02364,42.014300115177335,-70.760338852101,205773.95,2550.68
a5142f87-df12-4271-b2af-11c7c00a8301,1956-10-13,,999-11-7996,S99953677,X68454167X,Mrs.,Lilia791,Monahan736,,Schoen8,M,white,hispanic,F,Reading  Massachusetts  US,1068 Rolfson Crossing Unit 64,Weston,Massachusetts,Middlesex County,,42.319892978011914,-71.25449497451021,1382483.12,12787.929999999998
4c49e992-0cde-4e05-a3d8-3175d550ca88,2019-02-12,,999-94-4911,,,,Simona661,Brakus656,,,,asian,nonhispanic,F,Waltham  Massachusetts  US,610 Moore Spur,Lexington,Massachusetts,Middlesex County,,42.46321227572888,-71.19719219832297,23489.59,829.1199999999999
ca4b97eb-12ea-499c-be8f-d7495633db62,1954-05-30,,999-52-9357,S99975754,X37171645X,Mrs.,Adela471,Navarrete760,,Griego535,M,white,hispanic,F,Port-au-Prince  Haiti  HT,130 Koepp Boulevard,Pembroke,Massachusetts,Plymouth County,,42.106398018880355,-70.76009831089958,38243.58,1996.4799999999996
edd4181d-58ce-4b5d-9193-1b9b5537c212,1978-01-24,2015-11-24,999-22-1521,S99973805,X29114758X,Mr.,Fernando603,Swaniawski813,,,M,black,nonhispanic,M,Brookline  Massachusetts  US,570 O'Conner Trafficway Unit 53,Wareham,Massachusetts,Plymouth County,,41.76730209812355,-70.65320651831571,874118.3,4434.57
9af86f63-b112-4fe6-8001-c58a8497b4bc,2002-04-25,,999-62-9403,S99973941,,,Carol737,Strosin214,,,,white,nonhispanic,F,Amherst  Massachusetts  US,197 Hessel Gateway Apt 70,Agawam,Massachusetts,Hampden County,,42.066594977123835,-72.68486501068911,408451.35,2873.12
4f71e1c8-a933-496c-b028-9120a2dfd0bb,1953-11-22,,999-70-6154,S99969950,X7635628X,Mr.,Eusebio566,Considine820,,,M,white,nonhispanic,M,Waltham  Massachusetts  US,406 Baumbach Fork Suite 18,Marshfield,Massachusetts,Plymouth County,02050,42.09211081822275,-70.72105080693893,1668970.78,7825.16
